,player_id,avg_session_time,sessions_per_week,last_purchase_amount,total_spent,level_reached,retention_days,churned,satisfaction_score,bug_reports,has_premium,signup_month,signup_dayofweek,country_Brazil,country_Germany,country_India,country_Japan,country_USA,country_United Kingdom,device_Android,device_PC,device_iOS
441,P0441,21.41,5,4.9,21.520000000000003,12,4,1,6.0,7.0,False,11.0,4.0,0,0,0,0,0,1,0,1,0
442,P0442,19.94,7,8.99,42.580000000000005,45,178,0,6.0,0.0,False,12.0,1.0,1,0,0,0,0,0,0,0,1
443,P0443,12.91,4,0.59,44.36000000000001,42,167,0,10.0,0.0,False,4.0,0.0,0,0,0,1,0,0,0,0,1
444,P0444,41.04,3,0.0,135.89,95,159,0,6.0,2.0,True,3.0,4.0,0,0,0,0,1,0,1,0,0
445,P0445,23.98,8,6.45,77.17,86,114,0,6.0,1.0,True,12.0,5.0,0,1,0,0,0,0,0,0,1
446,P0446,22.34,6,35.7,71.64,79,145,0,6.0,4.0,False,1.0,2.0,0,0,0,1,0,0,1,0,0
447,P0447,29.65,3,0.0,17.68,52,19,1,7.0,8.0,False,12.0,0.0,0,0,0,1,0,0,1,0,0
448,P0448,25.16,9,1.02,64.75,78,85,0,5.0,0.0,True,1.0,6.0,0,0,0,1,0,0,0,1,0
449,P0449,20.34,2,0.0,31.53,61,40,0,6.0,10.0,True,1.0,5.0,0,0,1,0,0,0,1,0,0
450,P0450,28.4,10,0.0,16.33,28,5,1,6.0,4.0,False,12.0,4.0,0,0,0,0,0,1,1,0,0
451,P0451,39.37,5,0.0,43.2,40,67,0,6.0,5.0,True,3.0,1.0,0,1,0,0,0,0,0,0,1
452,P0452,48.23,7,0.0,47.11,59,20,1,6.0,0.0,False,11.0,2.0,0,0,1,0,0,0,0,0,1
453,P0453,27.62,3,2.4,103.34,71,81,0,7.0,3.0,True,12.0,2.0,0,1,0,0,0,0,0,1,0
454,P0454,24.82,3,0.0,95.48,75,99,0,7.0,0.0,False,4.0,6.0,0,1,0,0,0,0,0,0,1
455,P0455,27.02,2,0.0,1.65,60,163,0,6.0,10.0,True,1.0,4.0,0,0,0,0,0,1,1,0,0
456,P0456,40.73,4,10.45,46.230000000000004,18,112,0,6.0,10.0,True,11.0,2.0,0,0,0,0,1,0,0,0,1
457,P0457,24.53,6,0.0,30.62,9,179,0,6.0,1.0,False,4.0,2.0,0,0,0,1,0,0,0,1,0
458,P0458,22.5,8,0.51,24.92,1,135,0,9.0,0.0,False,4.0,0.0,1,0,0,0,0,0,0,1,0
459,P0459,17.54,5,8.59,213.33,68,71,0,9.0,2.0,False,2.0,2.0,0,0,0,0,1,0,1,0,0
460,P0460,22.21,4,18.43,19.97,50,101,0,2.0,0.0,False,12.0,2.0,0,0,1,0,0,0,0,1,0
461,P0461,32.03,3,6.61,19.04,13,120,0,6.0,0.0,True,12.0,0.0,0,1,0,0,0,0,0,0,1
462,P0462,32.56,3,0.0,35.58,21,24,1,6.0,3.0,False,4.0,1.0,0,0,0,0,0,1,1,0,0
463,P0463,25.12,6,5.66,10.46,46,78,0,6.0,0.0,False,1.0,3.0,1,0,0,0,0,0,1,0,0
464,P0464,24.43,7,19.82,104.49000000000001,12,69,0,4.0,0.0,True,1.0,4.0,0,0,0,0,1,0,0,1,0
465,P0465,23.4,7,3.21,35.37,5,11,1,7.0,4.0,False,3.0,4.0,0,0,0,1,0,0,1,0,0
466,P0466,49.48,2,6.77,25.34,41,160,0,4.0,0.0,False,3.0,4.0,0,0,0,0,1,0,0,1,0
467,P0467,40.25,3,0.0,30.36,70,125,0,6.0,10.0,False,4.0,2.0,1,0,0,0,0,0,1,0,0
468,P0468,15.06,4,14.47,29.9,5,18,1,6.0,5.0,True,3.0,0.0,0,0,0,0,1,0,0,0,1
469,P0469,39.13,3,0.0,7.16,48,44,0,6.0,0.0,False,1.0,1.0,0,1,0,0,0,0,0,1,0
470,P0470,6.28,5,0.0,5.96,27,154,0,6.0,9.0,True,1.0,2.0,0,1,0,0,0,0,0,0,1
471,P0471,50.42,7,0.0,134.67,54,125,0,10.0,0.0,True,2.0,1.0,0,0,1,0,0,0,0,0,1
472,P0472,16.26,5,5.24,26.61,66,91,0,4.0,0.0,True,1.0,4.0,0,0,0,0,0,1,0,0,1
473,P0473,5.87,8,0.0,5.1,64,69,0,9.0,1.0,True,2.0,1.0,0,0,1,0,0,0,1,0,0
474,P0474,44.8,11,0.59,21.6,15,123,0,1.0,4.0,True,3.0,3.0,0,0,0,0,1,0,1,0,0
475,P0475,28.11,9,0.0,138.76,72,8,1,1.0,4.0,True,12.0,3.0,0,0,0,0,0,1,0,0,1
476,P0476,18.05,2,0.0,63.78,8,58,0,6.0,0.0,False,12.0,4.0,0,0,0,0,1,0,1,0,0
477,P0477,42.35,9,0.0,6.67,28,176,0,6.0,4.0,True,11.0,4.0,0,0,1,0,0,0,0,1,0
478,P0478,18.43,2,0.0,66.44,43,72,0,6.0,0.0,False,3.0,5.0,0,0,0,0,1,0,0,0,1
479,P0479,16.67,7,7.19,28.220000000000002,67,6,1,10.0,0.0,True,12.0,6.0,0,0,1,0,0,0,1,0,0
480,P0480,40.67,4,5.66,7.34,94,105,0,3.0,0.0,False,3.0,0.0,0,0,0,1,0,0,0,1,0
481,P0481,35.54,4,1.56,72.7,28,16,1,1.0,2.0,True,1.0,4.0,0,0,0,0,0,1,1,0,0
482,P0482,24.11,7,0.0,17.46,50,59,0,6.0,2.0,False,4.0,2.0,0,0,0,0,1,0,1,0,0
483,P0483,25.41,5,0.0,12.62,20,117,0,6.0,0.0,True,4.0,1.0,0,0,0,0,1,0,0,1,0
484,P0484,22.26,5,5.51,35.62,53,100,0,4.0,3.0,False,1.0,4.0,1,0,0,0,0,0,0,0,1
485,P0485,29.44,9,6.08,116.89,31,73,0,6.0,0.0,False,12.0,6.0,0,0,1,0,0,0,1,0,0
486,P0486,49.45,4,0.0,97.28,82,144,0,4.0,0.0,True,11.0,1.0,0,0,1,0,0,0,0,1,0
487,P0487,26.55,3,5.97,147.06,69,45,0,10.0,8.0,False,2.0,2.0,0,0,0,0,1,0,0,0,1
488,P0488,25.21,2,1.77,23.27,6,120,0,6.0,0.0,False,12.0,0.0,0,0,0,1,0,0,0,0,1
489,P0489,52.93,5,0.0,45.32,64,102,0,10.0,1.0,True,2.0,0.0,0,0,0,0,0,1,0,0,1
490,P0490,28.47,4,0.0,223.23,45,137,0,6.0,0.0,False,4.0,2.0,0,1,0,0,0,0,1,0,0
491,P0491,22.5,3,0.0,23.77,30,137,0,10.0,0.0,False,2.0,4.0,0,0,1,0,0,0,0,1,0
492,P0492,30.28,5,0.58,6.99,47,130,0,2.0,4.0,False,11.0,4.0,0,0,0,0,0,1,0,0,1
493,P0493,31.04,6,4.49,42.75,13,3,1,6.0,8.0,True,11.0,6.0,0,0,0,0,1,0,1,0,0
494,P0494,27.22,7,0.0,4.91,46,44,0,6.0,0.0,False,12.0,1.0,1,0,0,0,0,0,0,0,1
495,P0495,42.91,4,1.77,162.4,20,25,1,6.0,4.0,True,12.0,4.0,0,1,0,0,0,0,1,0,0
496,P0496,33.29,6,21.04,36.72,16,23,1,7.0,9.0,True,4.0,5.0,0,0,0,0,0,1,1,0,0
497,P0497,31.4,3,0.0,43.16,5,22,1,6.0,0.0,True,2.0,1.0,0,0,0,0,1,0,1,0,0
498,P0498,23.21,6,0.0,124.3,46,50,0,6.0,9.0,False,2.0,3.0,0,0,0,1,0,0,1,0,0
499,P0499,0.86,5,24.63,45.06,6,26,1,6.0,2.0,True,3.0,6.0,0,1,0,0,0,0,1,0,0
500,P0000,34.97,4,20.11,66.06,24,131,0,6.0,4.0,True,2.0,4.0,0,0,1,0,0,0,1,0,0
501,P0001,28.62,4,3.63,40.830000000000005,89,49,0,10.0,0.0,True,4.0,5.0,0,0,1,0,0,0,0,1,0
502,P0002,31.42,4,0.0,142.54,14,9,1,10.0,4.0,False,2.0,4.0,0,0,0,0,1,0,1,0,0
503,P0003,29.65,5,4.96,15.02,4,2,1,6.0,5.0,False,11.0,3.0,1,0,0,0,0,0,0,0,1
504,P0004,16.72,7,0.0,2.31,40,82,0,6.0,7.0,True,4.0,0.0,0,0,1,0,0,0,0,0,1
